,T,E
530,300.57777529057466,-30032.356693662692
531,302.9279217972609,-30032.435086684978
532,293.59712906053124,-30032.379548097142
533,290.83784593324356,-30033.035918366244
534,285.5460449628893,-30033.68482793872
535,303.422879641401,-30033.27241224007
536,279.0019058339051,-30033.41950542862
537,281.0092714673486,-30033.365780556243
538,289.10550607655927,-30032.78594267327
539,290.2511976018807,-30033.278993377535
540,274.1091384868794,-30033.48819932
541,282.8407969025163,-30034.11915404532
542,306.4640778223632,-30033.47818605315
543,282.05479003026966,-30033.43944234421
544,323.1440282532321,-30033.054458896684
545,310.10382742223123,-30032.88785507017
546,299.976171627746,-30033.318889834074
547,286.6615080964916,-30033.60441009853
548,299.49768888781824,-30033.528030401307
549,317.88487889440654,-30032.979901874358
550,279.12543581713095,-30032.572689672448
551,319.8292153123275,-30031.792975630462
552,317.75470848680294,-30032.119851181997
553,314.6019506800343,-30031.76450229582
554,325.32008533365286,-30032.307094329924
555,305.91116033408383,-30032.28683018537
556,313.55329270685615,-30032.425293421456
557,317.19860720439135,-30032.346543079337
558,310.2811509280133,-30032.49673552112
559,316.7303395138609,-30031.88746138038
560,326.133817402174,-30032.036899199567
561,296.9881914237128,-30032.225076511957
562,310.9065621368794,-30032.494885996166
563,318.3320353048274,-30032.492241886197
564,282.80701661227715,-30033.010617401567
565,280.22256207067005,-30033.414601915323
566,320.131330737413,-30033.24250900662
567,298.4862743052025,-30033.33633472378
568,280.8493636635985,-30033.832639758944
569,288.48265066730147,-30033.594369393613
570,298.63138451704697,-30033.983124016402
571,287.7851668992046,-30033.953476358955
572,292.39056568859775,-30033.72199247997
573,285.8721660990506,-30034.002906168265
574,276.35150940524835,-30033.930595232287
575,281.8523178901037,-30034.09681102984
576,286.9343653653088,-30033.330060226017
577,288.86462115751067,-30033.942311558843
578,312.2013829030606,-30033.95689187415
579,296.58008049475325,-30033.82700184782
580,268.6405407076014,-30033.96180912001
581,273.84598985388203,-30033.67637074445
582,272.9064760346093,-30033.16257814015
583,301.4908892449294,-30032.9004383315
584,293.4465143135545,-30032.799301665582
585,317.87187729247887,-30032.544677671962
586,299.16126075358943,-30032.800051719925
587,310.53213882315214,-30032.44753777578
588,310.12708147288396,-30032.684152953203
589,319.4599638678255,-30032.921280305087
590,309.9078361109865,-30033.39467229016
591,301.35420899973633,-30033.20070544971
592,304.867678966623,-30033.090070963466
593,279.8016216624542,-30033.782470652066
594,275.45559099730946,-30034.103220680932
595,278.3524842767061,-30033.54109146527
596,318.20077645757306,-30033.173233831632
597,293.7055053038781,-30033.986233425137
598,316.7745546365834,-30033.503551553382
599,281.0507777327557,-30033.743656707426
600,291.98374898346265,-30033.218416945903
601,292.9143138795153,-30032.945322268788
602,288.91373001794534,-30033.587577154496
603,296.1852242555758,-30033.97352010497
604,291.59979121131016,-30033.83927410086
605,314.18585572483204,-30033.54045390354
606,272.18333071952014,-30033.97935322149
607,276.5606994610996,-30034.337512947022
608,284.56739339917476,-30034.00208477649
609,264.07919979834134,-30034.69219957443
610,269.69677740504824,-30034.021533031268
611,296.146733198397,-30034.048694122615
612,288.01901871006135,-30033.984782020438
613,314.5801221097252,-30033.821684660343
614,301.5466080014634,-30033.793586758336
615,280.79173868649264,-30033.701257390516
616,284.0280073755304,-30033.92953371102
617,268.5143670709813,-30034.44931548614
618,285.0814310371821,-30034.41120243595
619,274.6946524607484,-30034.56351183609
620,284.6395312390223,-30033.820606965975
621,297.9145492295401,-30033.383726871034
622,286.0101843243832,-30033.35494959418
623,283.8160215774742,-30033.58909163077
